mnis_id,given_name,family_name,display_name,party_mnis_id,party_name,party_membership_start_date,party_membership_end_date
1395,Paul,Daisley,Mr Paul Daisley,15,Labour,2001-06-07,NA
4056,Nicholas,Dakin,Nic Dakin,15,Labour,2017-06-08,2019-11-06
622,Thomas,Dalyell Loch,Tam Dalyell,15,Labour,1962-06-14,NA
596,Alistair,Darling,Lord Darling of Roulanish,15,Labour,2015-12-01,NA
208,Keith,Darvill,Mr Keith Darvill,15,Labour,1997-05-01,NA
218,Valerie,Davey,Valerie Davey,15,Labour,1997-05-01,NA
188,Edward,Davey,Sir Edward Davey,17,Liberal Democrat,2017-06-08,2019-11-06
1398,Wayne,David,Wayne David,15,Labour,2017-06-08,2019-11-06
1635,James,Davidson,James  Davidson,16,Liberal,1900-01-01,NA
1094,Arthur,Davidson,Arthur Davidson,15,Labour,1966-03-31,NA
1636,Ernest,Davies,Ernest  Davies,15,Labour,1900-01-01,NA
1011,Ifor,Davies,Ifor Davies,15,Labour,1959-10-08,NA
539,David,Davies,Denzil Davies,15,Labour,1970-06-18,NA
552,Ronald,Davies,Mr Ron Davies,15,Labour,1983-06-09,NA
697,Christopher,Davies,Chris Davies,17,Liberal Democrat,1992-01-01,NA
987,Bryan,Davies,Lord Davies of Oldham,15,Labour,1997-10-03,NA
1602,David,Davies,Mr Dai Davies,8,Independent,2006-06-29,NA
346,John,Davies,Lord Davies of Stamford,15,Labour,2010-07-07,NA
4376,Christopher,Davies,Chris Davies,4,Conservative,2017-06-08,2019-06-21
1545,David,Davies,David T C Davies,4,Conservative,2017-06-08,2019-11-06
155,Geraint,Davies,Geraint Davies,15,Labour,2017-06-08,2019-11-06
4041,Edward,Davies,Glyn Davies,4,Conservative,2017-06-08,2019-11-06
4513,Miriam,Davies,Mims Davies,4,Conservative,2017-06-08,2019-11-06
1565,Philip,Davies,Philip Davies,4,Conservative,2017-06-08,2019-11-06
299,Terence,Davis,Mr Terry Davis,15,Labour,1971-05-27,NA
373,David,Davis,Mr David Davis,4,Conservative,2017-06-08,2019-11-06
470,Thomas,Dawson,Mr Hilton Dawson,15,Labour,1997-05-01,NA
442,Stephen,Day,Mr Stephen Day,4,Conservative,1987-06-11,NA
4488,Martyn,Day,Martyn Day,29,Scottish National Party,2017-06-08,2019-11-06
4676,Marsha,De Cordova,Marsha De Cordova,15,Labour,2017-06-08,2019-11-06
3915,Gloria,De Piero,Gloria De Piero,15,Labour,2017-06-08,2019-11-06
796,Eric,Deakins,Eric Deakins,15,Labour,1900-01-01,NA
1107,Joseph,Dean,Joe Dean,15,Labour,1974-02-28,NA
1096,Arthur,Dean,Sir Paul Dean,4,Conservative,1993-08-01,NA
278,Janet,Dean,Mrs Janet Dean,15,Labour,1997-05-01,NA
4433,Thangam,Debbonaire,Thangam Debbonaire,15,Labour,2017-06-08,2019-11-06
797,James,Dempsey,James Dempsey,15,Labour,1900-01-01,NA
4683,Emma,Dent Coad,Emma Dent Coad,15,Labour,2017-06-08,2019-11-06
798,Niranjan,Deva,Nirj Deva,4,Conservative,1900-01-01,NA
1599,James,Devine,Mr Jim Devine,15,Labour,2010-03-25,NA
1637,Bernadette,Devlin,Bernadette  Devlin,20,Opposition Unity,1900-01-01,NA
1210,Timothy,Devlin,Mr Tim Devlin,4,Conservative,1900-01-01,NA
678,Donald,Dewar,Donald Dewar,15,Labour,1900-01-01,NA
1420,Parmjit,Dhanda,Mr Parmjit Dhanda,15,Labour,2001-06-07,NA
4638,Tanmanjeet,Dhesi,Mr Tanmanjeet Singh Dhesi,15,Labour,2017-06-08,2019-11-06
799,Terence,Dicks,Terry Dicks,4,Conservative,1900-01-01,NA
4008,Caroline,Dinenage,Caroline Dinenage,4,Conservative,2017-06-08,2019-11-06
179,Andrew,Dismore,Mr Andrew Dismore,15,Labour,1997-05-01,NA
1639,Piers,Dixon,Piers  Dixon,4,Conservative,1900-01-01,NA
1425,Jonathan,Djanogly,Mr Jonathan Djanogly,4,Conservative,2017-06-08,2019-11-06
4600,Leo,Docherty,Leo Docherty,4,Conservative,2017-06-08,2019-11-06
4374,Martin,Docherty-Hughes,Martin Docherty-Hughes,29,Scottish National Party,2017-06-08,2019-11-06
4657,Anneliese,Dodds,Anneliese Dodds,15,Labour,2017-06-08,2019-11-06
1388,Nigel,Dodds,Nigel Dodds,7,Democratic Unionist Party,2017-06-08,2019-11-06
800,Geoffrey,Dodsworth,Geoffrey Dodsworth,4,Conservative,1974-02-28,NA
650,Jeffrey,Donaldson,Sir Jeffrey M Donaldson,7,Democratic Unionist Party,2017-06-08,2019-11-06
4530,Michelle,Donelan,Michelle Donelan,4,Conservative,2017-06-08,2019-11-06
801,John,Dormand,Jack Dormand,15,Labour,1970-06-18,NA
1481,Nadine,Dorries,Ms Nadine Dorries,4,Conservative,2017-06-08,2019-11-06
4452,Stephen,Double,Steve Double,4,Conservative,2017-06-08,2019-11-06
1422,Susan,Doughty,Sue Doughty,17,Liberal Democrat,2001-06-07,NA
4264,Stephen,Doughty,Stephen Doughty,15,Labour,2017-06-08,2019-11-06
1050,Richard,Douglas,Dick Douglas,29,Scottish National Party,1990-10-04,NA
802,James,Douglas-Hamilton,Lord Selkirk of Douglas,4,Conservative,1997-09-29,NA
683,Den,Dover,Den Dover,9,Independent Conservative,2008-11-13,NA
4397,Peter,Dowd,Peter Dowd,15,Labour,2017-06-08,2019-11-06
4441,Oliver,Dowden,Oliver Dowden,4,Conservative,2017-06-08,2019-11-06
4065,Jacqueline,Doyle-Price,Jackie Doyle-Price,4,Conservative,2017-06-08,2019-11-06
252,David,Drew,Dr David Drew,15,Labour,2017-06-08,2019-11-06
3913,John,Dromey,Jack Dromey,15,Labour,2017-06-08,2019-11-06
263,Julia,Drown,Julia Drown,15,Labour,1997-05-01,NA
804,Edward,du Cann,Sir Edward du Cann,4,Conservative,1956-01-01,NA
805,Alfred,Dubs,Lord Dubs,15,Labour,1994-09-27,NA
1559,James,Duddridge,James Duddridge,4,Conservative,2017-06-08,2019-11-06
4616,Rosemary,Duffield,Rosie Duffield,15,Labour,2017-06-08,2019-11-06
806,Albert,Duffy,Sir Patrick Duffy,15,Labour,1970-06-18,NA
4606,David,Duguid,David Duguid,4,Conservative,2017-06-08,2019-11-06
1417,Peter,Duncan,Mr Peter Duncan,4,Conservative,2001-06-07,NA
343,Alan,Duncan,Sir Alan Duncan,4,Conservative,2017-06-08,2019-11-06
152,George,Duncan Smith,Sir Iain Duncan Smith,4,Conservative,2017-06-08,2019-11-06
1194,Robert,Dunn,Mr Bob Dunn,4,Conservative,1900-01-01,NA
808,James,Dunnachie,Jimmy Dunnachie,15,Labour,1900-01-01,NA
1542,Philip,Dunne,Philip Dunne,4,Conservative,2017-06-08,2019-11-06
809,John,Dunnett,Jack Dunnett,15,Labour,1900-01-01,NA
1054,Robert,Durant,Sir Anthony Durant,4,Conservative,1974-02-28,NA
491,Angela,Eagle,Ms Angela Eagle,15,Labour,2017-06-08,2019-11-06
483,Maria,Eagle,Maria Eagle,15,Labour,2017-06-08,2019-11-06
812,Kenneth,Eastham,Ken Eastham,15,Labour,1979-05-03,NA
1640,Geoffrey,Edge,Geoffrey  Edge,15,Labour,1900-01-01,NA
1052,Robert,Edwards,Robert Edwards,15,Labour,1955-05-26,NA
543,Huw,Edwards,Mr Huw Edwards,15,Labour,1991-05-16,NA
3943,David,Edwards,Jonathan Edwards,22,Plaid Cymru,2017-06-08,2019-11-06
165,Clive,Efford,Clive Efford,15,Labour,2017-06-08,2019-11-06
814,Timothy,Eggar,Tim Eggar,4,Conservative,1979-05-03,NA
815,Harold,Elletson,Harold Elletson,4,Conservative,1992-04-09,NA
4127,Julie,Elliott,Julie Elliott,15,Labour,2017-06-08,2019-11-06
1641,John,Ellis,John  Ellis,15,Labour,1900-01-01,NA
1127,Raymond,Ellis,Ray Ellis,15,Labour,1979-05-03,NA
4116,Michael,Ellis,Michael Ellis,4,Conservative,2017-06-08,2019-11-06
484,Louise,Ellman,Dame Louise Ellman,15,Labour,2017-06-08,2019-10-16
1487,Tobias,Ellwood,Mr Tobias Ellwood,4,Conservative,2017-06-08,2019-11-06
4572,Christopher,Elmore,Chris Elmore,15,Labour,2017-06-08,2019-11-06
3971,Brett,Elphicke,Charlie Elphicke,4,Conservative,2018-12-12,2019-07-22
229,Peter,Emery,Sir Peter Emery,4,Conservative,1959-10-08,NA
817,Michael,English,Michael English,15,Labour,1964-10-15,NA
387,Jeffrey,Ennis,Jeff Ennis,15,Labour,1996-12-12,NA
698,Derek,Enright,Derek Enright,15,Labour,1991-11-07,NA
4061,William,Esterson,Bill Esterson,15,Labour,2017-06-08,2019-11-06
526,William,Etherington,Bill Etherington,15,Labour,1992-04-09,NA
3934,Charles,Eustice,George Eustice,4,Conservative,2017-06-08,2019-11-06
1005,Gwynfor,Evans,Gwynfor Evans,22,Plaid Cymru,1900-01-01,NA
1012,Ioan,Evans,Ioan Evans,15,Labour,1974-02-28,NA
1158,David,Evans,David Evans,4,Conservative,1987-06-11,NA
4040,Christopher,Evans,Chris Evans,15,Labour,2017-06-08,2019-11-06
474,Nigel,Evans,Mr Nigel Evans,4,Conservative,2017-06-08,2019-11-06
1198,David,Evennett,Sir David Evennett,4,Conservative,2017-06-08,2019-11-06
1642,Winifred,Ewing,Winifred  Ewing,29,Scottish National Party,1900-01-01,NA
1443,Annabelle,Ewing,Annabelle Ewing,29,Scottish National Party,2001-06-07,NA
1049,Reginald,Eyre,Sir Reginald Eyre,4,Conservative,1965-05-01,NA
264,David,Faber,Mr David Faber,4,Conservative,1992-04-09,NA
280,Michael,Fabricant,Michael Fabricant,4,Conservative,2017-06-08,2019-11-06
694,Nicholas,Fairbairn,Sir Nicholas Fairbairn,4,Conservative,1974-10-10,NA
819,Thomas,Fairgrieve,Sir Russell Fairgrieve,4,Conservative,1974-02-28,NA
88,Michael,Fallon,Sir Michael Fallon,4,Conservative,2017-06-08,2019-11-06
821,John,Farr,Sir John Farr,4,Conservative,1959-10-08,NA
1436,Christopher,Farrelly,Paul Farrelly,15,Labour,2017-06-08,2019-11-06
1591,Timothy,Farron,Tim Farron,17,Liberal Democrat,2017-06-08,2019-11-06
669,Derek,Fatchett,Derek Fatchett,15,Labour,1983-06-09,NA
823,Anthony,Favell,Anthony Favell,4,Conservative,1900-01-01,NA
1531,Lynne,Featherstone,Baroness Featherstone,17,Liberal Democrat,2015-10-20,NA
4440,Marion,Fellows,Marion Fellows,29,Scottish National Party,2017-06-08,2019-11-06
1159,Barry,Field,Barry Field,4,Conservative,1987-06-11,NA
1405,Mark,Field,Mark Field,4,Conservative,2017-06-08,2019-11-06
478,Frank,Field,Frank Field,8,Independent,2018-08-30,2019-11-06
2933,Geoffrey,Finsberg,Lord Finsberg,4,Conservative,1970-06-18,NA
703,John,Fishburn,Dudley Fishburn,4,Conservative,1988-07-14,NA
1040,Nigel,Fisher,Sir Nigel Fisher,4,Conservative,1950-02-23,NA
285,Mark,Fisher,Mark Fisher,15,Labour,1983-06-09,NA
827,Ernest,Fitch,Alan Fitch,15,Labour,1958-06-12,NA
197,James,Fitzpatrick,Jim Fitzpatrick,15,Labour,2017-06-08,2019-11-06
455,Lorna,Fitzsimons,Mrs Lorna Fitzsimons,15,Labour,1997-05-01,NA
1030,Martin,Flannery,Martin Flannery,15,Labour,1974-02-28,NA
998,Edward,Fletcher,Edward Fletcher,15,Labour,1964-10-15,NA
1029,Leopold,Fletcher,Raymond Fletcher,15,Labour,1964-10-15,NA
983,Alexander,Fletcher,Sir Alexander Fletcher,4,Conservative,1973-11-08,NA
4378,Colleen,Fletcher,Colleen Fletcher,15,Labour,2017-06-08,2019-11-06
829,Charles,Fletcher-Cooke,Sir Charles Fletcher-Cooke,4,Conservative,1951-10-25,NA
4211,Howard,Flight,Lord Flight,4,Conservative,2011-01-13,NA
389,Caroline,Flint,Caroline Flint,15,Labour,2017-06-08,2019-11-06
1459,Adrian,Flook,Mr Adrian Flook,4,Conservative,2001-06-07,NA
545,Paul,Flynn,Paul Flynn,15,Labour,2017-06-08,2019-02-17
72,Daphne,Follett,Barbara Follett,15,Labour,1997-05-01,NA
830,Janet,Fookes,Baroness Fookes,4,Conservative,1997-09-30,NA
832,Benjamin,Ford,Ben Ford,15,Labour,1964-10-15,NA
4674,Victoria,Ford,Vicky Ford,4,Conservative,2017-06-08,2019-11-06
834,John,Forrester,John Forrester,15,Labour,1966-03-31,NA
1141,Michael,Forsyth,Lord Forsyth of Drumlean,4,Conservative,1999-07-14,NA
677,Clifford,Forsythe,Clifford Forsythe,38,Ulster Unionist Party,1900-01-01,NA
271,Michael,Foster,Mr Michael Foster,15,Labour,1997-05-01,NA
26,Michael,Foster,Michael Jabez Foster,15,Labour,1997-05-01,NA
506,Derek,Foster,Lord Foster of Bishop Auckland,15,Labour,2005-06-16,2019-01-06
214,Donald,Foster,Lord Foster of Bath,17,Liberal Democrat,2015-10-07,NA
4451,Kevin,Foster,Kevin Foster,4,Conservative,2017-06-08,2019-11-06
579,George,Foulkes,Lord Foulkes of Cumnock,15,Labour,2005-06-16,NA
4034,Yvonne,Fovargue,Yvonne Fovargue,15,Labour,2017-06-08,2019-11-06
1025,John,Fox,Sir Marcus Fox,4,Conservative,1970-06-18,NA
223,Liam,Fox,Dr Liam Fox,4,Conservative,2017-06-08,2019-11-06
4491,Victoria,Foxcroft,Vicky Foxcroft,15,Labour,2017-06-08,2019-11-06
1444,Mark,Francois,Mr Mark Francois,4,Conservative,2017-06-08,2019-11-06
835,Cecil,Franks,Cecil Franks,4,Conservative,1900-01-01,NA
1007,Hugh,Fraser,Sir Hugh Fraser,4,Conservative,1945-07-05,NA
243,Christopher,Fraser,Christopher Fraser,4,Conservative,1997-05-01,NA
836,Roger,Freeman,Lord Freeman,4,Conservative,1997-10-29,NA
4020,George,Freeman,George Freeman,4,Conservative,2017-06-08,2019-11-06
4004,Michael,Freer,Mike Freer,4,Conservative,2017-06-08,2019-11-06
837,Reginald,Freeson,Reginald Freeson,15,Labour,1964-10-15,NA
1644,Denzil,Freeth,Denzil  Freeth,4,Conservative,1900-01-01,NA
1160,Douglas,French,Douglas French,4,Conservative,1987-06-11,NA
4637,James,Frith,James Frith,15,Labour,2017-06-08,2019-11-06
1044,Peter,Fry,Sir Peter Fry,4,Conservative,1969-12-05,NA
4571,Gillian,Furniss,Gill Furniss,15,Labour,2017-06-08,2019-11-06
610,Maria,Fyfe,Mrs Maria Fyfe,15,Labour,1987-06-11,NA
4446,Marcus,Fysh,Mr Marcus Fysh,4,Conservative,2017-06-08,2019-11-06
4614,Hugh,Gaffney,Hugh Gaffney,15,Labour,2017-06-08,2019-11-06
1117,Thomas,Galbraith,Sir Tam Galbraith,4,Conservative,1948-11-25,NA
637,Samuel,Galbraith,Mr Sam Galbraith,15,Labour,1987-06-11,NA
87,Roger,Gale,Sir Roger Gale,4,Conservative,2017-06-08,2019-11-06
839,Roy,Galley,Roy Galley,4,Conservative,1900-01-01,NA
184,Michael,Gapes,Mike Gapes,15,Labour,2017-06-08,2019-02-18
146,Barry,Gardiner,Barry Gardiner,15,Labour,2017-06-08,2019-11-06
999,Edward,Gardner,Sir Edward Gardner,4,Conservative,1959-10-08,NA
840,William,Garel-Jones,Lord Garel-Jones,4,Conservative,1997-10-22,2020-03-24
4074,Mark,Garnier,Mark Garnier,4,Conservative,2017-06-08,2019-11-06
337,Edward,Garnier,Lord Garnier,4,Conservative,2018-06-22,NA
841,William,Garrett,Edward Garrett,15,Labour,1964-10-15,NA
1529,David,Gauke,Mr David Gauke,4,Conservative,2017-06-08,2019-09-04
317,Bruce,George,Mr Bruce George,15,Labour,1974-02-28,NA
4662,Ruth,George,Ruth George,15,Labour,2017-06-08,2019-11-06
211,Neil,Gerrard,Mr Neil Gerrard,15,Labour,1992-04-09,NA
4434,Stephen,Gethins,Stephen Gethins,29,Scottish National Party,2017-06-08,2019-11-06
111,Nicolas,Gibb,Nick Gibb,4,Conservative,2017-06-08,2019-11-06
129,Ian,Gibson,Dr Ian Gibson,15,Labour,1997-05-01,NA
4435,Patricia,Gibson,Patricia Gibson,29,Scottish National Party,2017-06-08,2019-11-06
60,Sandra,Gidley,Sandra Gidley,17,Liberal Democrat,2000-05-04,NA
1416,Michelle,Gildernew,Michelle Gildernew,30,Sinn Féin,2017-06-08,2019-11-06
273,Christopher,Gill,Mr Christopher Gill,4,Conservative,1995-04-01,NA
1172,Parmjit,Gill,Parmjit Singh Gill,17,Liberal Democrat,2004-07-15,NA
4603,Preet,Gill,Preet Kaur Gill,15,Labour,2017-06-08,2019-11-06
18,Cheryl,Gillan,Dame Cheryl Gillan,4,Conservative,2017-06-08,2019-11-06
233,Linda,Gilroy,Linda Gilroy,15,Labour,1997-05-01,NA
4633,William,Girvan,Paul Girvan,7,Democratic Unionist Party,2017-06-08,2019-11-06
4051,John,Glen,John Glen,4,Conservative,2017-06-08,2019-11-06
4126,Mary,Glindon,Mary Glindon,15,Labour,2017-06-08,2019-11-06
981,Alan,Glyn,Sir Alan Glyn,4,Conservative,1970-06-18,NA
616,Norman,Godman,Dr Norman Godman,15,Labour,1983-06-09,NA
304,Roger,Godsiff,Mr Roger Godsiff,15,Labour,2017-06-08,2019-11-06
1106,John,Golding,John Golding,15,Labour,1969-10-31,NA
281,Llinos,Golding,Baroness Golding,15,Labour,2001-07-13,NA
4062,Zac,Goldsmith,Lord Goldsmith of Richmond Park,4,Conservative,2017-06-08,2019-11-06
4036,Luciana,Goldsmith (Berger),Luciana Berger,15,Labour,2017-06-08,2019-02-18
1519,Julia,Goldsworthy,Julia Goldsworthy,17,Liberal Democrat,2005-05-05,NA
846,Philip,Goodhart,Sir Philip Goodhart,4,Conservative,1957-03-21,NA
847,Victor,Goodhew,Sir Victor Goodhew,4,Conservative,1959-10-08,NA
670,Alastair,Goodlad,Lord Goodlad,4,Conservative,2005-07-19,NA
1471,Paul,Goodman,Mr Paul Goodman,4,Conservative,2001-06-07,NA
1484,Helen,Goodman,Helen Goodman,15,Labour,2017-06-08,2019-11-06
848,Charles,Goodson-Wickes,Dr Charles Goodson-Wickes,4,Conservative,1900-01-01,NA
1562,Robert,Goodwill,Mr Robert Goodwill,4,Conservative,2017-06-08,2019-11-06
1161,Mildred,Gordon,Mildred Gordon,15,Labour,1987-06-11,NA
201,Eileen,Gordon,Mrs Eileen Gordon,15,Labour,1997-05-01,NA
31,Teresa,Gorman,Mrs Teresa Gorman,4,Conservative,1995-04-01,NA
1026,John,Gorst,Sir John Gorst,9,Independent Conservative,1996-11-01,NA
691,Bryan,Gould,Bryan Gould,15,Labour,1974-10-01,NA
1571,Michael,Gove,Michael Gove,4,Conservative,2017-06-08,2019-11-06
718,Ian,Gow,Ian Gow,4,Conservative,1974-02-28,NA
4432,Patrick,Grady,Patrick Grady,29,Scottish National Party,2017-06-08,2019-11-06
1068,Thomas,Graham,Lord Graham of Edmonton,15,Labour,1983-09-12,2020-03-20
640,Thomas,Graham,Mr Tommy Graham,10,Independent Labour,1998-09-09,NA
4622,Luke,Graham,Luke Graham,4,Conservative,2017-06-08,2019-11-06
3990,Richard,Graham,Richard Graham,4,Conservative,2017-06-08,2019-11-06
1019,John,Grant,Sir Anthony Grant,4,Conservative,1964-10-15,NA
1003,George,Grant,George Grant,15,Labour,1970-06-18,NA
676,Bernard,Grant,Bernie Grant,15,Labour,1987-06-11,NA
4605,William,Grant,Bill Grant,4,Conservative,2017-06-08,2019-11-06
4018,Helen,Grant,Mrs Helen Grant,4,Conservative,2017-06-08,2019-11-06
4466,Peter,Grant,Peter Grant,29,Scottish National Party,2017-06-08,2019-11-06
1017,James,Gray,Hamish Gray,4,Conservative,1970-06-18,NA
261,James,Gray,James Gray,4,Conservative,2017-06-08,2019-11-06
4365,Neil,Gray,Neil Gray,29,Scottish National Party,2017-06-08,2019-11-06
1413,Christopher,Grayling,Chris Grayling,4,Conservative,2017-06-08,2019-11-06
1429,Matthew,Green,Matthew Green,17,Liberal Democrat,2001-06-07,NA
4398,Christopher,Green,Chris Green,4,Conservative,2017-06-08,2019-11-06
76,Damian,Green,Damian Green,4,Conservative,2017-06-08,2019-11-06
4120,Katherine,Green,Kate Green,15,Labour,2017-06-08,2019-11-06
1555,Justine,Greening,Justine Greening,4,Conservative,2017-06-08,2019-09-04
1129,Harry,Greenway,Harry Greenway,4,Conservative,1979-05-03,NA
380,John,Greenway,Mr John Greenway,4,Conservative,1987-06-11,NA
4029,Lilian,Greenwood,Lilian Greenwood,15,Labour,2017-06-08,2019-11-06
4400,Margaret,Greenwood,Margaret Greenwood,15,Labour,2017-06-08,2019-11-06
1142,Conal,Gregory,Conal Gregory,4,Conservative,1983-06-09,NA
1076,William,Grieve,Percy Grieve,4,Conservative,1964-10-15,NA
16,Dominic,Grieve,Mr Dominic Grieve,4,Conservative,2017-06-08,2019-09-04
1541,Nia,Griffith,Nia Griffith,15,Labour,2017-06-08,2019-11-06
1098,Eldon,Griffiths,Sir Eldon Griffiths,4,Conservative,1964-10-15,NA
600,Nigel,Griffiths,Nigel Griffiths,15,Labour,1987-06-11,NA
551,Winston,Griffiths,Mr Win Griffiths,15,Labour,1987-06-11,NA
10,Jane,Griffiths,Jane Griffiths,15,Labour,1997-05-01,NA
3936,Andrew,Griffiths,Andrew Griffiths,4,Conservative,2018-12-12,2019-11-06
851,Ian,Grist,Ian Grist,4,Conservative,1974-02-28,NA
276,Bruce,Grocott,Lord Grocott,15,Labour,2001-07-02,NA
382,John,Grogan,John Grogan,15,Labour,2017-06-08,2019-11-06
852,Reginald,Ground,Patrick Ground,4,Conservative,1900-01-01,NA
853,William,Grylls,Sir Michael Grylls,4,Conservative,1970-06-18,NA
4154,John,Gummer,Lord Deben,4,Conservative,2010-06-21,NA
1506,Andrew,Gwynne,Andrew Gwynne,15,Labour,2017-06-08,2019-11-06
3980,Samuel,Gyimah,Mr Sam Gyimah,4,Conservative,2017-06-08,2019-09-04
379,William,Hague,Lord Hague of Richmond,4,Conservative,2015-10-09,NA
4473,Louise,Haigh,Louise Haigh,15,Labour,2017-06-08,2019-11-06
567,Peter,Hain,Lord Hain,15,Labour,2015-10-22,NA
4675,Kirstene,Hair,Kirstene Hair,4,Conservative,2017-06-08,2019-11-06
3985,Robert,Halfon,Robert Halfon,4,Conservative,2017-06-08,2019-11-06
1646,Joan,Hall,Joan  Hall,4,Conservative,1900-01-01,NA
434,Michael,Hall,Mr Mike Hall,15,Labour,1992-04-09,NA
1,Patrick,Hall,Patrick Hall,15,Labour,1997-05-01,NA
4450,Luke,Hall,Luke Hall,4,Conservative,2017-06-08,2019-11-06
978,James,Hamilton,James Hamilton,15,Labour,1900-01-01,NA
1647,James,Hamilton,Marquess of Hamilton,38,Ulster Unionist Party,1900-01-01,NA
731,Mostyn,Hamilton,Neil Hamilton,4,Conservative,1900-01-01,NA
1080,William,Hamilton,Willie Hamilton,15,Labour,1950-02-23,NA
1034,Michael,Hamilton,Sir Michael Hamilton,4,Conservative,1959-10-08,NA
100,Archibald,Hamilton,Lord Hamilton of Epsom,4,Conservative,2005-06-17,NA
415,Fabian,Hamilton,Fabian Hamilton,15,Labour,2017-06-08,2019-11-06
105,Philip,Hammond,Mr Philip Hammond,4,Conservative,2017-06-08,2019-09-04
1585,Stephen,Hammond,Stephen Hammond,4,Conservative,2017-06-08,2019-09-04
854,Keith,Hampson,Dr Keith Hampson,4,Conservative,1974-02-28,NA
4070,Matthew,Hancock,Matt Hancock,4,Conservative,2017-06-08,2019-11-06
1526,Gregory,Hands,Greg Hands,4,Conservative,2017-06-08,2019-11-06
734,Jeremy,Hanley,Sir Jeremy Hanley,4,Conservative,1900-01-01,NA
729,John,Hannam,Sir John Hannam,4,Conservative,1970-06-18,NA
533,David,Hanson,David Hanson,15,Labour,2017-06-08,2019-11-06
1043,Peter,Hardy,Peter Hardy,15,Labour,1970-06-18,NA
4645,Emma,Hardy,Emma Hardy,15,Labour,2017-06-08,2019-11-06
856,Andrew,Hargreaves,Andrew Hargreaves,4,Conservative,1900-01-01,NA
150,Harriet,Harman,Ms Harriet Harman,15,Labour,2017-06-08,2019-11-06
1520,Mark,Harper,Mr Mark Harper,4,Conservative,2017-06-08,2019-11-06
4068,Richard,Harrington,Richard Harrington,4,Conservative,2017-06-08,2019-09-04
1143,David,Harris,David Harris,4,Conservative,1983-06-09,NA
96,Evan,Harris,Dr Evan Harris,17,Liberal Democrat,1997-05-01,NA
4480,Carolyn,Harris,Carolyn Harris,15,Labour,2017-06-08,2019-11-06
3948,Rebecca,Harris,Rebecca Harris,4,Conservative,2017-06-08,2019-11-06
4593,Trudy,Harrison,Trudy Harrison,4,Conservative,2017-06-08,2019-11-06
857,Judith,Hart,Dame Judith Hart,15,Labour,1959-10-08,NA
3944,Simon,Hart,Simon Hart,4,Conservative,2017-06-08,2019-11-06
1144,Robert,Harvey,Robert Harvey,4,Conservative,1983-06-09,NA
43,Alan,Haselhurst,Lord Haselhurst,4,Conservative,2018-06-22,NA
1066,Stephen,Hastings,Sir Stephen Hastings,4,Conservative,1960-11-16,NA
859,Robert,Havers,Sir Michael Havers,4,Conservative,1970-06-18,NA
1109,Paul,Hawkins,Sir Paul Hawkins,4,Conservative,1964-10-15,NA
1145,Christopher,Hawkins,Christopher Hawkins,4,Conservative,1983-06-09,NA
108,Nicholas,Hawkins,Mr Nick Hawkins,4,Conservative,1992-04-09,NA
860,Philip,Hawksley,Warren Hawksley,4,Conservative,1979-05-03,NA
1146,Jeremy,Hayes,Jerry Hayes,4,Conservative,1983-06-09,NA
4510,Helen,Hayes,Helen Hayes,15,Labour,2017-06-08,2019-11-06
350,John,Hayes,Sir John Hayes,4,Conservative,2017-06-08,2019-11-06
4395,Susan,Hayman,Sue Hayman,15,Labour,2017-06-08,2019-11-06
862,David,Haynes,Frank Haynes,15,Labour,1979-05-03,NA
863,Robert,Hayward,Lord Hayward,4,Conservative,2015-09-28,NA
4636,Christopher,Hazzard,Chris Hazzard,30,Sinn Féin,2017-06-08,2019-11-06
311,Sylvia,Heal,Sylvia Heal,15,Labour,2010-03-25,NA
69,Oliver,Heald,Sir Oliver Heald,4,Conservative,2017-06-08,2019-11-06
400,John,Healey,John Healey,15,Labour,2017-06-08,2019-11-06
4528,James,Heappey,James Heappey,4,Conservative,2017-06-08,2019-11-06
195,Edward,Heath,Sir Edward Heath,4,Conservative,1950-02-23,NA
257,David,Heathcoat-Amory,Mr David Heathcoat-Amory,4,Conservative,1983-06-09,NA
3977,Christopher,Heaton-Harris,Chris Heaton-Harris,4,Conservative,2017-06-08,2019-11-06
4524,Peter,Heaton-Jones,Peter Heaton-Jones,4,Conservative,2017-06-08,2019-11-06
713,Bentley,Heddle,John Heddle,4,Conservative,1979-05-03,NA
725,Eric,Heffer,Eric Heffer,15,Labour,1964-10-15,NA
1130,James,Henderson,Barry Henderson,4,Conservative,1979-05-03,NA
522,Douglas,Henderson,Mr Doug Henderson,15,Labour,1987-06-11,NA
38,Ivan,Henderson,Mr Ivan Henderson,15,Labour,1997-05-01,NA
4050,Gordon,Henderson,Gordon Henderson,4,Conservative,2017-06-08,2019-11-06
473,Mark,Hendrick,Sir Mark Hendrick,15,Labour,2017-06-08,2019-11-06
864,Joseph,Hendron,Joe Hendron,31,Social Democratic & Labour Party,1900-01-01,NA
4467,Andrew,Hendry,Drew Hendry,29,Scottish National Party,2017-06-08,2019-11-06
1650,Stanley,Henig,Stanley  Henig,15,Labour,1900-01-01,NA
520,Stephen,Hepburn,Mr Stephen Hepburn,15,Labour,2017-06-08,2019-10-07
363,John,Heppell,Mr John Heppell,15,Labour,1992-04-09,NA
1479,Nick,Herbert,Nick Herbert,4,Conservative,2017-06-08,2019-11-06
